datetime,solar_W
2021-01-01 13:40:00,2211.7260180672542
2021-01-01 13:50:00,2421.6724578377098
2021-01-01 14:00:00,2379.0378025924797
2021-01-01 14:10:00,2327.502555167883
2021-01-01 14:20:00,2264.79396298069
2021-01-01 14:30:00,2200.442899232235
2021-01-01 14:40:00,2130.1611225738266
2021-01-01 14:50:00,2063.1655155638928
2021-01-01 15:00:00,1991.7473626138692
2021-01-01 15:10:00,1924.1162618466835
2021-01-01 15:20:00,1841.2316244322863
2021-01-01 15:30:00,1757.9689103941541
2021-01-01 15:40:00,1640.897621838763
2021-01-01 15:50:00,1528.3010065762885
2021-01-01 16:00:00,1426.242855582134
2021-01-01 16:10:00,1323.3663051486044
2021-01-01 16:20:00,1200.6418051791898
2021-01-01 16:30:00,1075.1255788344336
2021-01-01 16:40:00,956.6367329136518
2021-01-01 16:50:00,815.372220017064
2021-01-01 17:00:00,649.7131792079231
2021-01-01 17:10:00,59.7719824341429
2021-01-01 17:20:00,46.33554398016212
2021-01-01 17:30:00,26.53987511284695
2021-01-01 17:40:00,11.655062829010118
2021-01-01 17:50:00,3.0034554172626704
2021-01-01 18:00:00,0.0
2021-01-01 18:10:00,0.0
2021-01-01 18:20:00,0.0
2021-01-01 18:30:00,0.0
2021-01-01 18:40:00,0.0
2021-01-01 18:50:00,0.0
2021-01-01 19:00:00,0.0
2021-01-01 19:10:00,0.0
2021-01-01 19:20:00,0.0
2021-01-01 19:30:00,0.0
2021-01-01 19:40:00,0.0
2021-01-01 19:50:00,0.0
2021-01-01 20:00:00,0.0
2021-01-01 20:10:00,0.0
2021-01-01 20:20:00,0.0
2021-01-01 20:30:00,0.0
2021-01-01 20:40:00,0.0
2021-01-01 20:50:00,0.0
2021-01-01 21:00:00,0.0
2021-01-01 21:10:00,0.0
2021-01-01 21:20:00,0.0
2021-01-01 21:30:00,0.0
2021-01-01 21:40:00,0.0
2021-01-01 21:50:00,0.0
2021-01-01 22:00:00,0.0
2021-01-01 22:10:00,0.0
2021-01-01 22:20:00,0.0
2021-01-01 22:30:00,0.0
2021-01-01 22:40:00,0.0
2021-01-01 22:50:00,0.0
2021-01-01 23:00:00,0.0
2021-01-01 23:10:00,0.0
2021-01-01 23:20:00,0.0
2021-01-01 23:30:00,0.0
2021-01-01 23:40:00,0.0
2021-01-01 23:50:00,0.0
2021-01-02 00:00:00,0.0
2021-01-02 00:10:00,0.0
2021-01-02 00:20:00,0.0
2021-01-02 00:30:00,0.0
2021-01-02 00:40:00,0.0
2021-01-02 00:50:00,0.0
2021-01-02 01:00:00,0.0
2021-01-02 01:10:00,0.0
2021-01-02 01:20:00,0.0
2021-01-02 01:30:00,0.0
2021-01-02 01:40:00,0.0
2021-01-02 01:50:00,0.0
2021-01-02 02:00:00,0.0
2021-01-02 02:10:00,0.0
2021-01-02 02:20:00,0.0
2021-01-02 02:30:00,0.0
2021-01-02 02:40:00,0.0
2021-01-02 02:50:00,0.0
2021-01-02 03:00:00,0.0
2021-01-02 03:10:00,0.0
2021-01-02 03:20:00,0.0
2021-01-02 03:30:00,0.0
2021-01-02 03:40:00,0.0
2021-01-02 03:50:00,0.0
2021-01-02 04:00:00,0.0
2021-01-02 04:10:00,0.0
2021-01-02 04:20:00,0.0
2021-01-02 04:30:00,0.0
2021-01-02 04:40:00,0.0
2021-01-02 04:50:00,0.0
2021-01-02 05:00:00,0.0
2021-01-02 05:10:00,0.0
2021-01-02 05:20:00,0.0
2021-01-02 05:30:00,0.0
2021-01-02 05:40:00,0.0
2021-01-02 05:50:00,0.0
2021-01-02 06:00:00,0.0
2021-01-02 06:10:00,0.0
2021-01-02 06:20:00,0.0
2021-01-02 06:30:00,0.0
2021-01-02 06:40:00,0.0
2021-01-02 06:50:00,0.0
2021-01-02 07:00:00,0.0
2021-01-02 07:10:00,0.0
2021-01-02 07:20:00,0.0
2021-01-02 07:30:00,0.0
2021-01-02 07:40:00,7.271976927052134
2021-01-02 07:50:00,85.02753156279336
2021-01-02 08:00:00,320.18551884348466
2021-01-02 08:10:00,527.4960010341043
2021-01-02 08:20:00,708.6787208306928
2021-01-02 08:30:00,876.7734888585194
2021-01-02 08:40:00,1023.0318021558769
2021-01-02 08:50:00,1173.9795841029443
2021-01-02 09:00:00,1309.2109691728501
2021-01-02 09:10:00,1288.915797612863
2021-01-02 09:20:00,1549.8388022382112
2021-01-02 09:30:00,1664.7607573839744
2021-01-02 09:40:00,1766.5167230474797
2021-01-02 09:50:00,1858.4784190621335
2021-01-02 10:00:00,1947.5893621401585
2021-01-02 10:10:00,2022.905567871392
2021-01-02 10:20:00,2097.013645543002
2021-01-02 10:30:00,2159.590999453667
2021-01-02 10:40:00,2219.369574464785
2021-01-02 10:50:00,2276.307362062608
2021-01-02 11:00:00,2318.8103190840798
2021-01-02 11:10:00,2376.499353825577
2021-01-02 11:20:00,2404.4331756792994
2021-01-02 11:30:00,2437.8803849888764
2021-01-02 11:40:00,2458.2877836731836
2021-01-02 11:50:00,2474.499850349427
2021-01-02 12:00:00,2477.3976712193444
2021-01-02 12:10:00,2494.8661604144477
2021-01-02 12:20:00,2502.916463479768
2021-01-02 12:30:00,2501.7682818758944
2021-01-02 12:40:00,2493.0604075862434
2021-01-02 12:50:00,2469.602485551386
2021-01-02 13:00:00,2459.605225858
2021-01-02 13:10:00,2442.7570521615303
2021-01-02 13:20:00,2434.267652806519
2021-01-02 13:30:00,2395.9710665266507
2021-01-02 13:40:00,2340.307332758203
2021-01-02 13:50:00,2300.144740562893
2021-01-02 14:00:00,2264.524433903429
2021-01-02 14:10:00,2225.7073406740146
2021-01-02 14:20:00,2182.8721484361454
2021-01-02 14:30:00,1906.9447452469474
2021-01-02 14:40:00,2034.6201172089216
2021-01-02 14:50:00,1955.0573720112588
2021-01-02 15:00:00,1874.6650353249383
2021-01-02 15:10:00,1787.59411153135
2021-01-02 15:20:00,1699.0415443915424
2021-01-02 15:30:00,1597.8099185711735
2021-01-02 15:40:00,1478.7432256127365
2021-01-02 15:50:00,1353.987598672015
2021-01-02 16:00:00,1223.034489427465
2021-01-02 16:10:00,1086.7410862015931
2021-01-02 16:20:00,941.8057344558212
2021-01-02 16:30:00,783.0707392594629
2021-01-02 16:40:00,635.2924536799849
2021-01-02 16:50:00,298.9811849239077
2021-01-02 17:00:00,38.528859631433285
2021-01-02 17:10:00,27.38403159714753
2021-01-02 17:20:00,9.328803051259914
2021-01-02 17:30:00,1.522885281249112
2021-01-02 17:40:00,0.0
2021-01-02 17:50:00,0.0
2021-01-02 18:00:00,0.0
2021-01-02 18:10:00,0.0
2021-01-02 18:20:00,0.0
2021-01-02 18:30:00,0.0
2021-01-02 18:40:00,0.0
2021-01-02 18:50:00,0.0
2021-01-02 19:00:00,0.0
2021-01-02 19:10:00,0.0
2021-01-02 19:20:00,0.0
2021-01-02 19:30:00,0.0
2021-01-02 19:40:00,0.0
2021-01-02 19:50:00,0.0
2021-01-02 20:00:00,0.0
2021-01-02 20:10:00,0.0
2021-01-02 20:20:00,0.0
2021-01-02 20:30:00,0.0
2021-01-02 20:40:00,0.0
2021-01-02 20:50:00,0.0
2021-01-02 21:00:00,0.0
2021-01-02 21:10:00,0.0
2021-01-02 21:20:00,0.0
2021-01-02 21:30:00,0.0
2021-01-02 21:40:00,0.0
2021-01-02 21:50:00,0.0
2021-01-02 22:00:00,0.0
2021-01-02 22:10:00,0.0
2021-01-02 22:20:00,0.0
2021-01-02 22:30:00,0.0
2021-01-02 22:40:00,0.0
2021-01-02 22:50:00,0.0
2021-01-02 23:00:00,0.0
2021-01-02 23:10:00,0.0
2021-01-02 23:20:00,0.0
2021-01-02 23:30:00,0.0
2021-01-02 23:40:00,0.0
2021-01-02 23:50:00,0.0
2021-01-03 00:00:00,0.0
2021-01-03 00:10:00,0.0
2021-01-03 00:20:00,0.0
2021-01-03 00:30:00,0.0
2021-01-03 00:40:00,0.0
2021-01-03 00:50:00,0.0
2021-01-03 01:00:00,0.0
2021-01-03 01:10:00,0.0
2021-01-03 01:20:00,0.0
2021-01-03 01:30:00,0.0
2021-01-03 01:40:00,0.0
2021-01-03 01:50:00,0.0
2021-01-03 02:00:00,0.0
2021-01-03 02:10:00,0.0
2021-01-03 02:20:00,0.0
2021-01-03 02:30:00,0.0
2021-01-03 02:40:00,0.0
2021-01-03 02:50:00,0.0
2021-01-03 03:00:00,0.0
2021-01-03 03:10:00,0.0
2021-01-03 03:20:00,0.0
2021-01-03 03:30:00,0.0
2021-01-03 03:40:00,0.0
2021-01-03 03:50:00,0.0
2021-01-03 04:00:00,0.0
2021-01-03 04:10:00,0.0
2021-01-03 04:20:00,0.0
2021-01-03 04:30:00,0.0
2021-01-03 04:40:00,0.0
2021-01-03 04:50:00,0.0
2021-01-03 05:00:00,0.0
2021-01-03 05:10:00,0.0
2021-01-03 05:20:00,0.0
2021-01-03 05:30:00,0.0
2021-01-03 05:40:00,0.0
2021-01-03 05:50:00,0.0
2021-01-03 06:00:00,0.0
2021-01-03 06:10:00,0.0
2021-01-03 06:20:00,0.0
2021-01-03 06:30:00,0.0
2021-01-03 06:40:00,0.0
2021-01-03 06:50:00,0.0
2021-01-03 07:00:00,0.0
2021-01-03 07:10:00,0.0
2021-01-03 07:20:00,0.0
2021-01-03 07:30:00,0.0
2021-01-03 07:40:00,6.160537257155265
2021-01-03 07:50:00,37.50777677901014
2021-01-03 08:00:00,109.32378408369432
2021-01-03 08:10:00,228.02389909916675
2021-01-03 08:20:00,160.24055579857955
2021-01-03 08:30:00,196.30609137747797
2021-01-03 08:40:00,272.99385975102064
2021-01-03 08:50:00,491.49225169987966
2021-01-03 09:00:00,544.2529518631271
2021-01-03 09:10:00,685.8043185160037
2021-01-03 09:20:00,723.6265458851523
2021-01-03 09:30:00,847.7778021645743
2021-01-03 09:40:00,1245.2051724789976
2021-01-03 09:50:00,1736.49566066029
2021-01-03 10:00:00,2021.8295979827574
2021-01-03 10:10:00,1969.1903238884468
2021-01-03 10:20:00,1941.3556973208376
2021-01-03 10:30:00,1993.9169337016529
2021-01-03 10:40:00,1849.2969524404805
2021-01-03 10:50:00,2108.6846532093473
2021-01-03 11:00:00,2153.902985365845
2021-01-03 11:10:00,2192.4911781900537
2021-01-03 11:20:00,2223.133782601826
2021-01-03 11:30:00,2031.3997200144552
2021-01-03 11:40:00,2287.020606278639
2021-01-03 11:50:00,2306.0535293215094
2021-01-03 12:00:00,2349.8842006826194
2021-01-03 12:10:00,2329.800144901579
2021-01-03 12:20:00,2327.271355026524
2021-01-03 12:30:00,2347.9117936411144
2021-01-03 12:40:00,2253.480027681206
2021-01-03 12:50:00,2344.1681298137164
2021-01-03 13:00:00,1971.8094167364861
2021-01-03 13:10:00,1680.2481005401867
2021-01-03 13:20:00,1720.758872789229
2021-01-03 13:30:00,2028.8956139741204
2021-01-03 13:40:00,1888.1033135678426
2021-01-03 13:50:00,850.7889233690173
2021-01-03 14:00:00,1206.834074747736
2021-01-03 14:10:00,1523.588847196525
2021-01-03 14:20:00,702.6035844902623
2021-01-03 14:30:00,312.90516744255893
2021-01-03 14:40:00,321.67145503052456
2021-01-03 14:50:00,284.9794713232476
2021-01-03 15:00:00,255.10773847033164
2021-01-03 15:10:00,289.2902500862478
2021-01-03 15:20:00,852.5508278945496
2021-01-03 15:30:00,964.2108372793288
2021-01-03 15:40:00,887.5552652119436
2021-01-03 15:50:00,614.6705662703712
2021-01-03 16:00:00,1104.4347962240552
2021-01-03 16:10:00,881.197261324558
2021-01-03 16:20:00,450.78370214158446
2021-01-03 16:30:00,585.338504834952
2021-01-03 16:40:00,479.8956021691838
2021-01-03 16:50:00,196.66469690177485
2021-01-03 17:00:00,80.69145570209797
2021-01-03 17:10:00,55.39221158651948
2021-01-03 17:20:00,23.974289459326098
2021-01-03 17:30:00,4.43205151619343
2021-01-03 17:40:00,0.0
2021-01-03 17:50:00,0.0
2021-01-03 18:00:00,0.0
2021-01-03 18:10:00,0.0
2021-01-03 18:20:00,0.0
2021-01-03 18:30:00,0.0
2021-01-03 18:40:00,0.0
2021-01-03 18:50:00,0.0
2021-01-03 19:00:00,0.0
2021-01-03 19:10:00,0.0
2021-01-03 19:20:00,0.0
2021-01-03 19:30:00,0.0
2021-01-03 19:40:00,0.0
2021-01-03 19:50:00,0.0
2021-01-03 20:00:00,0.0
2021-01-03 20:10:00,0.0
2021-01-03 20:20:00,0.0
2021-01-03 20:30:00,0.0
2021-01-03 20:40:00,0.0
2021-01-03 20:50:00,0.0
2021-01-03 21:00:00,0.0
2021-01-03 21:10:00,0.0
2021-01-03 21:20:00,0.0
2021-01-03 21:30:00,0.0
2021-01-03 21:40:00,0.0
2021-01-03 21:50:00,0.0
2021-01-03 22:00:00,0.0
2021-01-03 22:10:00,0.0
2021-01-03 22:20:00,0.0
2021-01-03 22:30:00,0.0
2021-01-03 22:40:00,0.0
2021-01-03 22:50:00,0.0
2021-01-03 23:00:00,0.0
2021-01-03 23:10:00,0.0
2021-01-03 23:20:00,0.0
2021-01-03 23:30:00,0.0
2021-01-03 23:40:00,0.0
2021-01-03 23:50:00,0.0
2021-01-04 00:00:00,0.0
2021-01-04 00:10:00,0.0
2021-01-04 00:20:00,0.0
2021-01-04 00:30:00,0.0
2021-01-04 00:40:00,0.0
2021-01-04 00:50:00,0.0
2021-01-04 01:00:00,0.0
2021-01-04 01:10:00,0.0
2021-01-04 01:20:00,0.0
2021-01-04 01:30:00,0.0
2021-01-04 01:40:00,0.0
2021-01-04 01:50:00,0.0
2021-01-04 02:00:00,0.0
2021-01-04 02:10:00,0.0
2021-01-04 02:20:00,0.0
2021-01-04 02:30:00,0.0
2021-01-04 02:40:00,0.0
2021-01-04 02:50:00,0.0
2021-01-04 03:00:00,0.0
2021-01-04 03:10:00,0.0
2021-01-04 03:20:00,0.0
2021-01-04 03:30:00,0.0
2021-01-04 03:40:00,0.0
2021-01-04 03:50:00,0.0
2021-01-04 04:00:00,0.0
2021-01-04 04:10:00,0.0
2021-01-04 04:20:00,0.0
2021-01-04 04:30:00,0.0
2021-01-04 04:40:00,0.0
2021-01-04 04:50:00,0.0
2021-01-04 05:00:00,0.0
2021-01-04 05:10:00,0.0
2021-01-04 05:20:00,0.0
2021-01-04 05:30:00,0.0
2021-01-04 05:40:00,0.0
2021-01-04 05:50:00,0.0
2021-01-04 06:00:00,0.0
2021-01-04 06:10:00,0.0
2021-01-04 06:20:00,0.0
2021-01-04 06:30:00,0.0
2021-01-04 06:40:00,0.0
2021-01-04 06:50:00,0.0
2021-01-04 07:00:00,0.0
2021-01-04 07:10:00,0.0
2021-01-04 07:20:00,0.0
2021-01-04 07:30:00,0.0
2021-01-04 07:40:00,0.0
2021-01-04 07:50:00,34.8993710955652
2021-01-04 08:00:00,62.81054715669158
2021-01-04 08:10:00,156.0740471503136
2021-01-04 08:20:00,265.74401818307274
2021-01-04 08:30:00,460.71028327716834
2021-01-04 08:40:00,603.8196445165801
2021-01-04 08:50:00,540.8875179752082
2021-01-04 09:00:00,245.7544049000946
2021-01-04 09:10:00,486.67767740338644
2021-01-04 09:20:00,1022.3731577213409
2021-01-04 09:30:00,1344.2675338430702
2021-01-04 09:40:00,1287.7938330011461
2021-01-04 09:50:00,1517.3392375398696
2021-01-04 10:00:00,1350.068541633931
2021-01-04 10:10:00,666.6016749449609
2021-01-04 10:20:00,1575.3339838741192
2021-01-04 10:30:00,1971.0244401292182
2021-01-04 10:40:00,2053.4433043145373
2021-01-04 10:50:00,1990.5728107020952
2021-01-04 11:00:00,1698.3602092269525
2021-01-04 11:10:00,2106.811288138212
2021-01-04 11:20:00,2090.658861286232
2021-01-04 11:30:00,2175.617400764402
2021-01-04 11:40:00,2393.820813222561
2021-01-04 11:50:00,1111.5210498935744
2021-01-04 12:00:00,1434.8125923867951
2021-01-04 12:10:00,1998.8103122903594
2021-01-04 12:20:00,2388.4832789246243
2021-01-04 12:30:00,2346.0430280422875
2021-01-04 12:40:00,2128.1638783818576
2021-01-04 12:50:00,1818.4056698925776
2021-01-04 13:00:00,2183.6608046212605
2021-01-04 13:10:00,1864.7502595016122
2021-01-04 13:20:00,1203.9089636754566
2021-01-04 13:30:00,2194.508506744436
2021-01-04 13:40:00,1334.4751039831426
2021-01-04 13:50:00,399.1774695276982
2021-01-04 14:00:00,523.8081441373796
2021-01-04 14:10:00,695.015988339148
2021-01-04 14:20:00,335.0448807138827
2021-01-04 14:30:00,163.14481592972845
2021-01-04 14:40:00,232.17860243517498
2021-01-04 14:50:00,1161.955490279072
2021-01-04 15:00:00,1202.5510461343285
2021-01-04 15:10:00,222.35719589970552
2021-01-04 15:20:00,161.4368785459456
2021-01-04 15:30:00,241.52917632202707
2021-01-04 15:40:00,977.8582381965127
2021-01-04 15:50:00,589.0475193042945
2021-01-04 16:00:00,261.72959875246494
2021-01-04 16:10:00,127.24516798541295
2021-01-04 16:20:00,158.36381778108532
2021-01-04 16:30:00,219.1410915460598
2021-01-04 16:40:00,89.14957864541326
2021-01-04 16:50:00,174.0254809377792
2021-01-04 17:00:00,125.89767591485031
2021-01-04 17:10:00,37.056721861318124
2021-01-04 17:20:00,19.24557197925298
2021-01-04 17:30:00,1.6867798111650794
2021-01-04 17:40:00,0.0
2021-01-04 17:50:00,0.0
2021-01-04 18:00:00,0.0
2021-01-04 18:10:00,0.0
2021-01-04 18:20:00,0.0
2021-01-04 18:30:00,0.0
2021-01-04 18:40:00,0.0
2021-01-04 18:50:00,0.0
2021-01-04 19:00:00,0.0
2021-01-04 19:10:00,0.0
2021-01-04 19:20:00,0.0
2021-01-04 19:30:00,0.0
2021-01-04 19:40:00,0.0
2021-01-04 19:50:00,0.0
2021-01-04 20:00:00,0.0
2021-01-04 20:10:00,0.0
2021-01-04 20:20:00,0.0
2021-01-04 20:30:00,0.0
2021-01-04 20:40:00,0.0
2021-01-04 20:50:00,0.0
2021-01-04 21:00:00,0.0
2021-01-04 21:10:00,0.0
2021-01-04 21:20:00,0.0
2021-01-04 21:30:00,0.0
2021-01-04 21:40:00,0.0
2021-01-04 21:50:00,0.0
2021-01-04 22:00:00,0.0
2021-01-04 22:10:00,0.0
2021-01-04 22:20:00,0.0
2021-01-04 22:30:00,0.0
2021-01-04 22:40:00,0.0
2021-01-04 22:50:00,0.0
2021-01-04 23:00:00,0.0
2021-01-04 23:10:00,0.0
2021-01-04 23:20:00,0.0
2021-01-04 23:30:00,0.0
2021-01-04 23:40:00,0.0
2021-01-04 23:50:00,0.0
2021-01-05 00:00:00,0.0
2021-01-05 00:10:00,0.0
2021-01-05 00:20:00,0.0
2021-01-05 00:30:00,0.0
2021-01-05 00:40:00,0.0
2021-01-05 00:50:00,0.0
2021-01-05 01:00:00,0.0
2021-01-05 01:10:00,0.0
2021-01-05 01:20:00,0.0
2021-01-05 01:30:00,0.0
2021-01-05 01:40:00,0.0
2021-01-05 01:50:00,0.0
2021-01-05 02:00:00,0.0
2021-01-05 02:10:00,0.0
2021-01-05 02:20:00,0.0
2021-01-05 02:30:00,0.0
2021-01-05 02:40:00,0.0
2021-01-05 02:50:00,0.0
2021-01-05 03:00:00,0.0
2021-01-05 03:10:00,0.0
2021-01-05 03:20:00,0.0
2021-01-05 03:30:00,0.0
2021-01-05 03:40:00,0.0
2021-01-05 03:50:00,0.0
2021-01-05 04:00:00,0.0
2021-01-05 04:10:00,0.0
2021-01-05 04:20:00,0.0
2021-01-05 04:30:00,0.0
2021-01-05 04:40:00,0.0
2021-01-05 04:50:00,0.0
2021-01-05 05:00:00,0.0
2021-01-05 05:10:00,0.0
2021-01-05 05:20:00,0.0
2021-01-05 05:30:00,0.0
2021-01-05 05:40:00,0.0
2021-01-05 05:50:00,0.0
2021-01-05 06:00:00,0.0
2021-01-05 06:10:00,0.0
2021-01-05 06:20:00,0.0
2021-01-05 06:30:00,0.0
2021-01-05 06:40:00,0.0
2021-01-05 06:50:00,0.0
2021-01-05 07:00:00,0.0
2021-01-05 07:10:00,0.0
2021-01-05 07:20:00,0.0
2021-01-05 07:30:00,0.0
2021-01-05 07:40:00,9.16536846857477
2021-01-05 07:50:00,48.15570848826536
2021-01-05 08:00:00,68.79400068244506
2021-01-05 08:10:00,131.05353105661277
2021-01-05 08:20:00,523.6066872502798
2021-01-05 08:30:00,821.3903229008727
2021-01-05 08:40:00,456.2170587792757
2021-01-05 08:50:00,259.87202520292163
2021-01-05 09:00:00,714.5824501697706
2021-01-05 09:10:00,888.6407406766817
2021-01-05 09:20:00,1558.6599768623882
2021-01-05 09:30:00,1458.987418838759
2021-01-05 09:40:00,502.05202685656076
2021-01-05 09:50:00,591.9531592771359
2021-01-05 10:00:00,551.9250249889691
2021-01-05 10:10:00,1485.4652010754453
2021-01-05 10:20:00,2099.6911516893556
2021-01-05 10:30:00,2230.069940158354
2021-01-05 10:40:00,2567.0987265945128
2021-01-05 10:50:00,2020.2222357267808
2021-01-05 11:00:00,1133.136423321762
2021-01-05 11:10:00,757.4084434630229
2021-01-05 11:20:00,508.1291563016581
2021-01-05 11:30:00,704.7487783748126
2021-01-05 11:40:00,452.76086197114137
2021-01-05 11:50:00,612.738021322204
2021-01-05 12:00:00,1183.4655357914014
2021-01-05 12:10:00,1945.402773004834
2021-01-05 12:20:00,1842.1052175393595
2021-01-05 12:30:00,2636.5973664345756
2021-01-05 12:40:00,2630.093252643532
2021-01-05 12:50:00,2244.1184150608137
2021-01-05 13:00:00,1751.7027426371892
2021-01-05 13:10:00,2621.980856702051
2021-01-05 13:20:00,2747.3874622901276
2021-01-05 13:30:00,2792.151366582574
2021-01-05 13:40:00,2641.032790897128
2021-01-05 13:50:00,1507.2203984618027
2021-01-05 14:00:00,2598.2584650094714
2021-01-05 14:10:00,2284.6399194119085
2021-01-05 14:20:00,2196.5430066621016
2021-01-05 14:30:00,1766.7629481317122
2021-01-05 14:40:00,1875.583396629145
2021-01-05 14:50:00,674.0476073489823
2021-01-05 15:00:00,580.6544022362685
2021-01-05 15:10:00,675.7987797724622
2021-01-05 15:20:00,703.4892895410803
2021-01-05 15:30:00,859.6099446774505
2021-01-05 15:40:00,903.5933185191927
2021-01-05 15:50:00,1034.04815159702
2021-01-05 16:00:00,856.901468750888
2021-01-05 16:10:00,952.9568484355949
2021-01-05 16:20:00,1098.043522820307
2021-01-05 16:30:00,748.6512015039302
2021-01-05 16:40:00,730.5197750334701
2021-01-05 16:50:00,629.1777618777038
2021-01-05 17:00:00,441.46118503581243
2021-01-05 17:10:00,73.00205789722853
2021-01-05 17:20:00,41.986742912747346
2021-01-05 17:30:00,21.093946584179918
2021-01-05 17:40:00,9.249998759045877
2021-01-05 17:50:00,0.4334236071772113
2021-01-05 18:00:00,0.0
2021-01-05 18:10:00,0.0
2021-01-05 18:20:00,0.0
2021-01-05 18:30:00,0.0
2021-01-05 18:40:00,0.0
2021-01-05 18:50:00,0.0
2021-01-05 19:00:00,0.0
2021-01-05 19:10:00,0.0
2021-01-05 19:20:00,0.0
2021-01-05 19:30:00,0.0
2021-01-05 19:40:00,0.0
2021-01-05 19:50:00,0.0
2021-01-05 20:00:00,0.0
2021-01-05 20:10:00,0.0
2021-01-05 20:20:00,0.0
2021-01-05 20:30:00,0.0
2021-01-05 20:40:00,0.0
2021-01-05 20:50:00,0.0
2021-01-05 21:00:00,0.0
2021-01-05 21:10:00,0.0
2021-01-05 21:20:00,0.0
2021-01-05 21:30:00,0.0
2021-01-05 21:40:00,0.0
2021-01-05 21:50:00,0.0
2021-01-05 22:00:00,0.0
2021-01-05 22:10:00,0.0
2021-01-05 22:20:00,0.0
2021-01-05 22:30:00,0.0
2021-01-05 22:40:00,0.0
2021-01-05 22:50:00,0.0
2021-01-05 23:00:00,0.0
2021-01-05 23:10:00,0.0
2021-01-05 23:20:00,0.0
2021-01-05 23:30:00,0.0
2021-01-05 23:40:00,0.0
2021-01-05 23:50:00,0.0
2021-01-06 00:00:00,0.0
2021-01-06 00:10:00,0.0
2021-01-06 00:20:00,0.0
2021-01-06 00:30:00,0.0
2021-01-06 00:40:00,0.0
2021-01-06 00:50:00,0.0
2021-01-06 01:00:00,0.0
2021-01-06 01:10:00,0.0
2021-01-06 01:20:00,0.0
2021-01-06 01:30:00,0.0
2021-01-06 01:40:00,0.0
2021-01-06 01:50:00,0.0
2021-01-06 02:00:00,0.0
2021-01-06 02:10:00,0.0
2021-01-06 02:20:00,0.0
2021-01-06 02:30:00,0.0
2021-01-06 02:40:00,0.0
2021-01-06 02:50:00,0.0
2021-01-06 03:00:00,0.0
2021-01-06 03:10:00,0.0
2021-01-06 03:20:00,0.0
2021-01-06 03:30:00,0.0
2021-01-06 03:40:00,0.0
2021-01-06 03:50:00,0.0
